RegionType,RegionName,City,State,Metro,CBSATitle,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
City,Nashville,Nashville,TN,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",23,7.810936052,93.52,6.3383,5.2265,190900,0.951877314,12.36021189,0.043394447,51.1,0.076735578,0.017242282,68.5
City,Milwaukee,Milwaukee,WI,"Milwaukee, WI","Milwaukee-Waukesha-West Allis, WI",24,0.623725672,69,9.9611,8.4265,93500,0,0.429645542,0.015101604,88.2,0.33046347,0.053456587,114
City,Tucson,Tucson,AZ,"Tucson, AZ","Tucson, AZ",25,2.611677479,74.14,12.0619,4.8272,147700,0.067750678,1.581843191,0.038320921,70.1,0.22451319,0.031710051,88
City,Portland,Portland,OR,"Portland, OR","Portland-Vancouver-Hillsboro, OR-WA",26,9.007414272,95.69,4.4118,4.0269,345500,1.289944298,15.74539363,0.054231548,37.2,0.048877687,0.028754234,56
City,Oklahoma City,Oklahoma City,OK,"Oklahoma City, OK","Oklahoma City, OK",27,6.942539388,89.85,3.2006,1.6191,125700,0.319233839,3.371710526,0.029164678,65.4,0.091804084,0.023317553,84
City,Omaha,Omaha,NE,"Omaha, NE","Omaha-Council Bluffs, NE-IA",28,8.8081557,80,0.8723,2.355,139300,0.795947902,6.743295019,0.034630294,2,0.111925313,0.019387669,68.5
City,Albuquerque,Albuquerque,NM,"Albuquerque, NM","Albuquerque, NM",29,3.598702502,70.26,,,169100,0.475341652,1.075911536,0.031756357,37.4,0.203075382,0.051509037,101
City,Fresno,Fresno,CA,"Fresno, CA","Fresno, CA",30,3.47265987,83.57,11.3198,3.5408,187300,0.375133976,5.224719101,0.032258409,67.4,0.183433752,0.0363061,76
City,Sacramento,Sacramento,CA,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA",31,6.000926784,85.44,8.9201,3.9771,256600,0.904443571,10.65114273,0.064766173,73,0.155577214,0.031620432,67
City,Mesa,Mesa,AZ,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",32,5.376274328,87.98,7.5599,3.3984,199800,0.654911839,8.351409978,0.037447447,70.9,0.153656843,0.023030659,64
City,Long Beach,Long Beach,CA,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA",33,6.574606117,91.98,3.7173,1.8807,501400,0.54140766,5.580122131,0.015556442,97.2,0.082146633,0.030351888,75
City,Kansas City,Kansas City,MO,"Kansas City, MO","Kansas City, MO-KS",34,3.041705283,75.94,,,107800,0.465983225,6.311637081,0.035760668,73.4,0.223149474,0.026452086,88
City,Virginia Beach,Virginia Beach,VA,"Virginia Beach, VA","Virginia Beach-Norfolk-Newport News, VA-NC",35,3.359592215,76.17,9.8346,4.7014,248700,0.080482897,2.853598015,0.011620426,31.7,0.181035087,0.024615621,99
City,Colorado Springs,Colorado Springs,CO,"Colorado Springs, CO","Colorado Springs, CO",36,6.467099166,90.29,4.8604,3.0158,218900,0.320806599,4.636711281,0.031434445,65,0.110516543,0.012832788,76
City,Atlanta,Atlanta,GA,"Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA",37,4.458758109,79.51,,,180900,0.836120401,10.10346926,0.059480376,73.6,0.236234874,0.035026665,85
City,Miami,Miami,FL,"Miami-Fort Lauderdale, FL","Miami-Fort Lauderdale-West Palm Beach, FL",38,1.578313253,82.52,,,290500,0.519031142,7.195571956,-0.016196213,112.7,0.172497462,0.080433766,135
City,Oakland,Oakland,CA,"San Francisco, CA","San Francisco-Oakland-Hayward, CA",39,7.865616311,97.09,7.5567,2.7634,579900,1.221853727,17.19886823,0.055725125,73.7,0.060319908,0.039186438,51
City,Tulsa,Tulsa,OK,"Tulsa, OK","Tulsa, OK",40,4.563484708,79.02,4.6885,2.3433,104300,0,2.75862069,0.026385427,81.2,0.095405487,0.022395491,92
City,Cleveland,Cleveland,OH,"Cleveland, OH","Cleveland-Elyria, OH",41,0.010194625,71.43,18.7672,7.9516,50000,-1.185770751,-6.015037594,-0.00206,131.2,0.338389309,0.06994022,91
City,Honolulu,Honolulu,HI,"Urban Honolulu, HI","Urban Honolulu, HI",42,8.298424467,89.7,1.0569,0.3444,625900,0.144,3.814894676,0.016063269,37.4,0.037850647,0.017188137,90
City,Minneapolis,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",43,2.924930491,81.72,9.4887,5.3738,203400,0.246426811,2.3138833,0.027920354,71,0.131715864,0.018920812,87
City,Baton Rouge,Baton Rouge,LA,"Baton Rouge, LA","Baton Rouge, LA",44,4.96570899,82.81,,,146200,0.274348422,7.027818448,0.033871409,67.4,0.112553428,0.047707672,99
City,Arlington,Arlington,TX,"Dallas-Fort Worth, TX","Dallas-Fort Worth-Arlington, TX",45,8.509731233,93.72,5.6995,3.4791,152200,0.727994705,13.32836932,0.05695795,51.9,0.050092525,0.029406683,64
City,Raleigh,Raleigh,NC,"Raleigh, NC","Raleigh, NC",46,6.188137164,80.3,4.7012,2.7098,198400,0.252652855,3.603133159,0.035443548,28.4,0.083114561,0.027925008,71
City,Wichita,Wichita,KS,"Wichita, KS","Wichita, KS",47,7.469879518,91.67,,,105900,0.379146919,6.112224449,,2.8,0.109505706,0.023823983,88
City,Tampa,Tampa,FL,"Tampa, FL","Tampa-St. Petersburg-Clearwater, FL",48,3.395736793,80.75,,,154000,0.851342502,11.51339609,0.023694805,104.1,0.181148227,0.077375762,93
City,Anaheim,Anaheim,CA,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA",49,8.530120482,90.59,4.3245,1.7832,504100,0.558547776,8.036862409,0.019978179,43.6,0.066396981,0.035448908,84
City,Santa Ana,Santa Ana,CA,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA",50,6.982391103,94.55,5.6438,1.7311,442600,0.590909091,8.16226784,0.019168549,46.7,0.095907061,0.045878573,77
City,Aurora,Aurora,CO,"Denver, CO","Denver-Aurora-Lakewood, CO",51,9.232622799,98.03,5.355,1.5017,240800,0.837520938,18.32923833,0.060971761,56,0.06443276,0.013322389,58
City,Saint Louis,Saint Louis,MO,"St. Louis, MO","St. Louis, MO-IL",52,2.597775718,72.28,10.5657,9.7434,101800,0.394477318,7.157894737,0.033428291,98,0.290094422,0.03754499,96.5
City,Corpus Christi,Corpus Christi,TX,"Corpus Christi, TX","Corpus Christi, TX",53,6.447636701,,,,130400,0.307692308,4.403522818,0.044317485,42.8,0.087454857,0.020128166,86.5
City,Cincinnati,Cincinnati,OH,"Cincinnati, OH","Cincinnati, OH-KY-IN",54,3.415199259,85.71,4.6178,5.3309,110800,0.362318841,3.648269411,0.027382671,77.5,0.179516776,0.041842871,105
City,Pittsburgh,Pittsburgh,PA,"Pittsburgh, PA","Pittsburgh, PA",55,6.573679333,91.89,6.012,1.0221,106100,0.378429518,4.945598417,0.025504241,40.3,0.103057515,0.023898082,93
City,Riverside,Riverside,CA,"Riverside, CA","Riverside-San Bernardino-Ontario, CA",56,6.660797034,88.14,7.5247,2.8924,313300,0.513314084,6.782549421,0.059272263,50.2,0.124194661,0.033072914,73
City,Marietta,Marietta,GA,"Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA",57,7.28081557,81.63,,,230700,0.522875817,6.855025475,0.046666667,41.2,0.117263193,0.02427306,93
City,Anchorage,Anchorage,AK,"Anchorage, AK","Anchorage, AK",58,8.453197405,84.42,,,289400,0.346740638,3.025987896,0.056378715,23.4,0.135677565,0.008615843,88
City,Bakersfield,Bakersfield,CA,"Bakersfield, CA","Bakersfield, CA",59,4.607970343,82.04,8.6479,4.1971,209200,0.143609382,4.704704705,0.045803059,69.9,0.196372837,0.031083461,86
City,Saint Paul,Saint Paul,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",60,4.267840593,76.67,13.575,4.9456,170800,0.70754717,6.883604506,0.038629977,80.7,0.144460619,0.027319746,96
City,Toledo,Toledo,OH,"Toledo, OH","Toledo, OH",61,0.751621872,68.25,12.0878,3.7081,56200,0,-0.530973451,0.013576512,88,0.311895654,0.041598588,101
City,Silver Spring,Silver Spring,MD,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",62,1.873030584,81.13,10.4108,3.7506,362300,0,-1.226826609,-0.001048855,31.8,0.142448622,0.047478118,104.5
City,Lexington,Lexington,KY,"Lexington, KY","Lexington-Fayette, KY",63,8.754402224,84.78,0.118,,153800,0.522875817,4.200542005,0.034271782,5.9,0.081934913,0.020674565,88.5
City,Newark,Newark,NJ,"New York, NY","New York-Newark-Jersey City, NY-NJ-PA",64,1.202965709,100,,,204000,0.344318741,3.291139241,0.017215686,100.8,0.388903081,0.261697004,224.5
City,Tallahassee,Tallahassee,FL,"Tallahassee, FL","Tallahassee, FL",65,1.392029657,63.89,,,154900,-0.128949065,2.786994028,0.021601033,81,0.175606193,0.056917497,111.5
City,Stockton,Stockton,CA,"Stockton, CA","Stockton-Lodi, CA",66,6.670991659,85.87,12.9999,5.524,221700,1.048313582,13.22778345,0.0854894,86.2,0.197211685,0.035958503,85
City,Plano,Plano,TX,"Dallas-Fort Worth, TX","Dallas-Fort Worth-Arlington, TX",67,9.892493049,95.09,2.5433,1.0387,279100,0.685425685,14.76151316,0.060003583,27.3,0.039556644,0.00685778,61
City,Chandler,Chandler,AZ,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",68,6.392956441,83.62,4.7028,1.7567,263500,0.572519084,5.442176871,0.027920304,49.4,0.125056723,0.019393627,65
City,Louisville,Louisville,KY,"Louisville/Jefferson County, KY","Louisville/Jefferson County, KY-IN",69,7.392029657,,,,105900,0.379146919,5.373134328,0.005514636,2.3,0.113049963,0.03644298,104.5
City,Henderson,Henderson,NV,"Las Vegas, NV","Las Vegas-Henderson-Paradise, NV",70,3.341056534,71.88,10.4663,4.581,253000,0.396825397,7.248834252,0.054794466,76.3,0.184054439,0.057959786,83
City,Modesto,Modesto,CA,"Modesto, CA","Modesto, CA",71,7.287303058,79.8,12.3941,2.961,226700,0.6660746,11.95061728,0.06106749,68.2,0.153404475,0.033063904,77.5
City,Mobile,Mobile,AL,"Mobile, AL","Mobile, AL",72,1.559777572,70.81,16.5722,12.2289,102500,0,3.430877901,0.030985366,72.2,0.20103173,0.039592186,121
City,Jersey City,Jersey City,NJ,"New York, NY","New York-Newark-Jersey City, NY-NJ-PA",73,4.411492122,,,,341800,0.588581519,12.6937026,0.053970158,42.6,0.206012199,0.134474334,135
City,Lubbock,Lubbock,TX,"Lubbock, TX","Lubbock, TX",74,5.838739574,87.5,,,112100,0.089285714,4.570895522,0.053175736,34.5,0.095722709,0.023180527,78
City,Glendale,Glendale,AZ,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",75,5.34476367,80.68,10.1729,3.6329,189400,1.067235859,10.30867793,0.043495248,91.1,0.16954829,0.024213766,68
City,Durham,Durham,NC,"Durham, NC","Durham-Chapel Hill, NC",76,6.147358665,80.42,,,170400,0.590318772,5.576208178,0.03991784,36.4,0.099997601,0.025650847,79
City,Orlando,Orlando,FL,"Orlando, FL","Orlando-Kissimmee-Sanford, FL",77,6.539388323,74.73,,,148000,1.092896175,11.61387632,0.043304054,108.5,0.17260511,0.061490345,102.5
City,Saint Petersburg,Saint Petersburg,FL,"Tampa, FL","Tampa-St. Petersburg-Clearwater, FL",78,2.484708063,84.09,,,151600,0.73089701,13.04996271,0.028087071,111.2,0.165360474,0.078474913,83
City,Pensacola,Pensacola,FL,"Pensacola, FL","Pensacola-Ferry Pass-Brent, FL",79,0.973123262,78.51,,,113800,-0.437445319,2.61496844,0.022530756,64.7,0.17198207,0.05440732,113
City,Fort Wayne,Fort Wayne,IN,"Fort Wayne, IN","Fort Wayne, IN",80,8.097312326,100,,,91300,0.883977901,5.063291139,0.0350931,7.4,0.182747863,0.038648138,
City,Greensboro,Greensboro,NC,"Greensboro, NC","Greensboro-High Point, NC",81,3.986098239,71.74,,,119900,0.334728033,3.630077787,0.034787323,39.9,0.141854965,0.053254428,111
City,Lincoln,Lincoln,NE,"Lincoln, NE","Lincoln, NE",82,8.441149212,86.81,2.9418,1.4676,147600,0.408163265,3.797468354,0.033265583,25.4,0.06632091,0.01446585,73.5
City,San Bernardino,San Bernardino,CA,"Riverside, CA","Riverside-San Bernardino-Ontario, CA",83,4.639481001,94.2,11.4598,6.4825,216900,0.88372093,10.49414162,0.068441678,75.8,0.194212755,0.050705216,78
City,Corona,Corona,CA,"Riverside, CA","Riverside-San Bernardino-Ontario, CA",84,6.564411492,80.22,6.7633,1.9726,416700,0.240558095,3.502235469,0.050705544,49.2,0.103482879,0.041909874,80
City,Chula Vista,Chula Vista,CA,"San Diego, CA","San Diego-Carlsbad, CA",85,5.683039852,90.91,7.8576,2.8695,451900,0.848024994,7.467300832,0.031931843,64.5,0.104353031,0.035980797,68
City,Chesapeake,Chesapeake,VA,"Virginia Beach, VA","Virginia Beach-Norfolk-Newport News, VA-NC",86,4,69.74,,0.1035,240900,-0.124378109,1.860465116,0.010597758,6.5,0.182319766,0.029216408,108
City,Hialeah,Hialeah,FL,"Miami-Fort Lauderdale, FL","Miami-Fort Lauderdale-West Palm Beach, FL",87,3.621872104,90,,,183400,0.824628917,11.28640777,-0.000730643,88.3,0.183930715,0.072506315,106
City,Madison,Madison,WI,"Madison, WI","Madison, WI",88,9.321594069,82.21,1.2932,1.4191,208700,0.772573636,4.089775561,0.034216579,26.4,0.073124299,0.013289924,89.5
City,Garland,Garland,TX,"Dallas-Fort Worth, TX","Dallas-Fort Worth-Arlington, TX",89,8.948100093,91.67,8.4955,4.2322,141200,0.785153462,16.98425849,0.066338527,49.2,0.047597884,0.019871059,64
City,Fontana,Fontana,CA,"Riverside, CA","Riverside-San Bernardino-Ontario, CA",90,6.148285449,92.31,8.8238,3.2308,321900,0.782717595,6.518861681,0.059496738,66.9,0.123645026,0.05806406,77
City,Fort Myers,Fort Myers,FL,"Fort Myers, FL","Cape Coral-Fort Myers, FL",91,3.83781279,76.41,,,183100,0.825991189,9.838032394,0.030742764,78.1,0.120803678,0.045161936,85
City,Knoxville,Knoxville,TN,"Knoxville, TN","Knoxville, TN",92,5.428174235,,,,116500,0.517687662,1.924759405,0.031030043,103.1,0.131527268,0.018115589,106
City,Laredo,Laredo,TX,"Laredo, TX","Laredo, TX",93,7.018535681,100,,,110800,0.362318841,-2.120141343,0.043808664,12.2,0.143274369,0.03959253,
City,North Las Vegas,North Las Vegas,NV,"Las Vegas, NV","Las Vegas-Henderson-Paradise, NV",94,2.066728452,65.52,14.569,5.0438,178500,0.790513834,7.92019347,0.055932773,101.4,0.270895869,0.078315558,81
City,Lawrenceville,Lawrenceville,GA,"Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA",95,5.932344764,64.38,,,164500,0.550122249,7.516339869,0.045525836,69.9,0.132179554,0.042644947,96
City,Fremont,Fremont,CA,"San Francisco, CA","San Francisco-Oakland-Hayward, CA",96,9.870250232,100,1.899,0.7093,878200,1.09358812,17.10894786,0.051468914,39.7,0.030997023,0.001197789,49
City,Fayetteville,Fayetteville,NC,"Fayetteville, NC","Fayetteville, NC",97,0.726598703,76.03,20.8509,8.3361,105700,-0.283018868,-0.937207123,0.03782403,47.4,0.277437481,0.040807298,136
City,Springfield,Springfield,MO,"Springfield, MO","Springfield, MO",98,6.060240964,,,,107500,0.09310987,1.895734597,0.031162791,35.2,0.15515614,0.017120681,97
City,Arlington,Arlington,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",99,7.452270621,86.63,0.8295,0.6949,610800,0.609454785,0.510120125,0.003891618,16.3,0.102859681,0.010303948,74
City,Irving,Irving,TX,"Dallas-Fort Worth, TX","Dallas-Fort Worth-Arlington, TX",100,9.570898981,90.7,6.2466,2.2172,151200,0.665778961,13.0044843,0.056957672,38.4,0.061361598,0.012275815,72
City,Gilbert,Gilbert,AZ,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",101,5.676552363,80.89,4.7508,2.9783,279800,0.466786355,6.712433257,0.031208006,67,0.143904976,0.016529821,67
City,Scottsdale,Scottsdale,AZ,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",102,6.627432808,82.8,3.8936,1.5047,410300,0.465230167,4.962906114,0.026741409,60.2,0.106170331,0.016566522,81
City,Rochester,Rochester,NY,"Rochester, NY","Rochester, NY",103,1.462465246,76.42,19.716,9.1611,63900,-0.31201248,3.231017771,0.02256651,98.6,0.0854559,0.088767748,107
City,Winston-Salem,Winston-Salem,NC,"Winston-Salem, NC","Winston-Salem, NC",104,1.34476367,70.33,10.8375,10.5838,114100,0.087719298,3.539019964,0.040017528,46.4,0.164072982,0.045472987,101
City,Irvine,Irvine,CA,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA",105,9.074142725,87.27,1.6456,1.3168,769600,0.851788756,3.21888412,0.005050676,31.8,0.065094674,0.007996229,78
City,Richmond,Richmond,VA,"Richmond, VA","Richmond, VA",106,1.577386469,82.21,11.3456,6.4898,151700,0.663570007,5.861828332,0.023394858,368,0.197573179,0.041185311,81
City,Boca Raton,Boca Raton,FL,"Miami-Fort Lauderdale, FL","Miami-Fort Lauderdale-West Palm Beach, FL",107,2.980537535,81.69,,,291600,0.447812608,8.280727813,-0.012424554,76.4,0.093253772,0.05592735,112
City,Oxnard,Oxnard,CA,"Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA",108,8.016682113,87.5,5.4027,2.0142,428600,0.942063118,7.445475056,0.045258983,57,0.109550919,0.044255821,89
City,Bradenton,Bradenton,FL,"North Port-Sarasota-Bradenton, FL","North Port-Sarasota-Bradenton, FL",109,3.022242817,80,,,198200,1.070882203,12.42200794,-0.008859738,79.1,0.109796266,0.057483094,95
City,Montgomery,Montgomery,AL,"Montgomery, AL","Montgomery, AL",110,0.891566265,,,,83600,-0.119474313,-1.065088757,,4.1,0.269831873,0.041283156,164
City,Santa Rosa,Santa Rosa,CA,"Santa Rosa, CA","Santa Rosa, CA",111,8.862835959,87.5,1.4157,1.2648,491000,0.511770727,10.33707865,0.028965377,68.8,0.058158922,0.027637389,59
City,Des Moines,Des Moines,IA,"Des Moines, IA","Des Moines-West Des Moines, IA",112,1.320667285,85.86,10.2941,9.2918,113500,0.088183422,2.994555354,0.025101322,62.1,0.107481561,0.051177628,90
City,Reno,Reno,NV,"Reno, NV","Reno, NV",113,6.430027804,84.94,6.0734,3.5911,278600,0.905469033,16.08333333,0.048169419,73.7,0.108806529,0.048825504,70
City,Spokane,Spokane,WA,"Spokane, WA","Spokane-Spokane Valley, WA",114,5.618164968,81.38,9.8802,4.473,150200,0.468227425,8.526011561,0.031418109,42.3,0.12894825,0.036286754,90
City,Augusta,Augusta,GA,"Augusta, GA","Augusta-Richmond County, GA-SC",115,2.538461538,71.64,,,80000,0.250626566,4.302477184,0.0384,67.3,0.23563519,0.041267831,119
City,Tacoma,Tacoma,WA,"Seattle, WA","Seattle-Tacoma-Bellevue, WA",116,4.275254866,88.81,12.1179,6.4792,211000,1.005265677,11.34564644,0.061805687,73.3,0.157165266,0.055399202,76
City,Grand Rapids,Grand Rapids,MI,"Grand Rapids, MI","Grand Rapids-Wyoming, MI",117,5.814643188,89.12,,,109200,0.64516129,8.333333333,0.035860806,70.9,0.117228084,0.027944834,77.5
City,Oceanside,Oceanside,CA,"San Diego, CA","San Diego-Carlsbad, CA",118,6.834105653,86.05,5.8898,1.2303,446700,0.494938133,7.096619516,0.029659727,50.8,0.091380358,0.027764574,63.5
City,Gainesville,Gainesville,FL,"Gainesville, FL","Gainesville, FL",119,1.77849861,87.5,,,144200,0.557880056,5.255474453,0.003363384,64.6,0.179212129,0.049060557,136
City,Woodbridge,Woodbridge,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",120,2.784986098,83.85,13.7823,4.6921,283500,0.247524752,4.151359295,0.017319224,28.7,0.178334803,0.026659967,88
City,Ocala,Ocala,FL,"Ocala, FL","Ocala, FL",121,1.007414272,72.53,,,106300,0.283018868,7.157258065,0.027412982,95.6,0.23221079,0.064780093,105
City,Glendale,Glendale,CA,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA",122,7.227988879,93.65,5.3508,1.6561,705100,0.685420534,6.57496977,0.016970642,90.9,0.049633162,0.013668456,63
City,Boise,Boise,ID,"Boise City, ID","Boise City, ID",123,8.654309546,85.63,,,188700,0.747463962,7.521367521,0.049024907,27.4,0.14394009,0.010344902,68.5
City,Greenville,Greenville,SC,"Greenville, SC","Greenville-Anderson-Mauldin, SC",124,7.759962929,,,41.1523,143000,1.203113942,8.580106302,0.03493007,34.5,0.100532554,0.040697964,115
City,Birmingham,Birmingham,AL,"Birmingham, AL","Birmingham-Hoover, AL",125,0.638554217,73.57,21.4505,10.8977,60600,0.331125828,4.663212435,0.029306931,142.5,0.263500781,0.054758869,111
City,Salt Lake City,Salt Lake City,UT,"Salt Lake City, UT","Salt Lake City, UT",126,7.611677479,88.54,,,240800,0.458906967,6.737588652,0.048907807,43.6,0.16337054,0.011137091,83
City,Huntington Beach,Huntington Beach,CA,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA",127,9.589434662,88.76,2.9894,0.6579,730100,0.828614832,7.147050191,0.016856595,30.2,0.046855313,0.019062461,77.5
City,Akron,Akron,OH,"Akron, OH","Akron, OH",128,0.219647822,76.34,23.4981,8.7111,60900,0,-0.163934426,0.015353038,83.3,0.27004949,0.048517521,101
City,Rockford,Rockford,IL,"Rockford, IL","Rockford, IL",129,0.815569972,41.18,,,75500,0.132625995,1.206434316,0.038397351,127.8,0.315195756,0.055589351,110
City,Salinas,Salinas,CA,"Salinas, CA","Salinas, CA",130,6.993512512,97.22,9.0727,1.9823,377400,0.425758382,8.199541284,0.044713831,52.2,0.1137263,0.047611024,77
City,Worcester,Worcester,MA,"Worcester, MA","Worcester, MA-CT",131,2.345690454,57.14,14.4874,5.7566,191600,0.209205021,6.208425721,0.032792276,51.8,0.190080397,0.085595483,115
City,Moreno Valley,Moreno Valley,CA,"Riverside, CA","Riverside-San Bernardino-Ontario, CA",132,4.1918443,78.33,11.3535,3.378,262400,0.382555471,6.45030426,0.061238567,61,0.158652309,0.047211266,78
City,Little Rock,Little Rock,AR,"Little Rock, AR","Little Rock-North Little Rock-Conway, AR",133,1.720111214,80.15,15.4799,6.0639,126700,0.078988942,0.158102767,0.025011839,72.5,0.150057763,0.047023744,108
City,Port Saint Lucie,Port Saint Lucie,FL,"Port St. Lucie, FL","Port St. Lucie, FL",134,4.560704356,79.15,,,166700,1.399026764,19.75574713,0.066664667,91.7,0.165438491,0.080836916,88
City,Providence,Providence,RI,"Providence, RI","Providence-Warwick, RI-MA",135,0.593141798,76,14.0611,9.8683,156300,-0.063938619,2.223675605,0.031279591,71.3,0.250546726,0.078369561,112
City,Amarillo,Amarillo,TX,"Amarillo, TX","Amarillo, TX",136,5.801668211,86.96,,,108000,0.371747212,3.250478011,0.034351852,39.2,0.11301145,0.016899911,83
City,Lancaster,Lancaster,CA,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA",137,2.000926784,82.69,14.7349,5.4882,211500,0.714285714,5.855855856,0.017966903,188.1,0.206013325,0.047806667,87
City,Fort Collins,Fort Collins,CO,"Fort Collins, CO","Fort Collins, CO",138,9.108433735,97.52,3.2101,0.3971,313400,0.577663671,12.93693694,0.034406509,56.1,0.066339085,0.002849117,61
City,Shreveport,Shreveport,LA,"Shreveport, LA","Shreveport-Bossier City, LA",139,2.895273401,75,,,94100,-0.106157113,2.282608696,0.026408077,52.3,0.143171263,0.043890252,110
City,Evansville,Evansville,IN,"Evansville, IN","Evansville, IN-KY",140,5.148285449,,,,102300,0.688976378,5.030800821,0.025620723,44.6,0.148171586,0.036224639,
City,Yonkers,Yonkers,NY,"New York, NY","New York-Newark-Jersey City, NY-NJ-PA",141,7.437442076,80,2.2857,1.6465,391100,0.876966727,5.332615136,0.013978522,21.1,0.120880013,0.130590502,187
City,Hayward,Hayward,CA,"San Francisco, CA","San Francisco-Oakland-Hayward, CA",142,8.21686747,91.53,4.2937,1.5369,507000,0.795228628,11.55115512,0.035159763,54.5,0.0741956,0.036368544,61
City,Fort Lauderdale,Fort Lauderdale,FL,"Miami-Fort Lauderdale, FL","Miami-Fort Lauderdale-West Palm Beach, FL",143,1.401297498,82.56,,,272300,0.516795866,6.242684354,-0.018534704,88.7,0.144004456,0.094819247,112
City,Chattanooga,Chattanooga,TN,"Chattanooga, TN","Chattanooga, TN-GA",144,3.473586654,87.1,,,122500,0.409836066,4.790419162,0.029902041,56.6,0.121077253,0.02747604,79
City,Columbus,Columbus,GA,"Columbus, GA","Columbus, GA-AL",145,2.080630213,67.47,,,89700,-0.111358575,-0.554323725,0.038885173,41,0.255969253,0.037519275,139.5
City,Aurora,Aurora,IL,"Chicago, IL","Chicago-Naperville-Elgin, IL-IN-WI",146,1.84244671,55.42,,,151300,0.331564987,2.368064953,0.025221414,61.6,0.254325672,0.06137486,120.5
City,Ontario,Ontario,CA,"Riverside, CA","Riverside-San Bernardino-Ontario, CA",147,7.71918443,90.91,8.9981,1.9959,348600,0.722334585,6.540342298,0.058092369,58.8,0.103125235,0.049797663,79
City,Jackson,Jackson,MS,"Jackson, MS","Jackson, MS",148,2.706209453,,,,62800,0,3.289473684,0.03638535,14.6,0.292286587,0.062902109,110
City,Grand Prairie,Grand Prairie,TX,"Dallas-Fort Worth, TX","Dallas-Fort Worth-Arlington, TX",149,7.962928638,88.54,7.5244,3.4276,148200,0.610997963,13.56321839,0.05765857,37.6,0.059951012,0.037183171,64
City,Rancho Cucamonga,Rancho Cucamonga,CA,"Riverside, CA","Riverside-San Bernardino-Ontario, CA",150,8.135310473,88.33,5.753,1.5767,443900,0.703266788,2.75462963,0.041896824,92.8,0.087958407,0.038777293,83
City,Overland Park,Overland Park,KS,"Kansas City, MO","Kansas City, MO-KS",151,8.608897127,,,,243500,0.205761317,5.823554976,0.036673511,7.3,0.083431501,0.012707385,92
City,Newport News,Newport News,VA,"Virginia Beach, VA","Virginia Beach-Norfolk-Newport News, VA-NC",152,2.260426321,69.23,,,165700,-0.060313631,2.791563275,0.009342185,9.2,0.282131545,0.03922193,118
City,Garden Grove,Garden Grove,CA,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA",153,9.308619092,93.02,2.1377,0.6135,499000,0.767366721,9.071038251,0.023280561,33,0.073820308,0.034648904,75
City,Killeen,Killeen,TX,"Killeen, TX","Killeen-Temple, TX",154,3.90639481,93.1,,,100800,0.598802395,3.384615385,0.042063492,89.4,0.339059095,0.035781184,119.5
City,Roanoke,Roanoke,VA,"Roanoke, VA","Roanoke, VA",155,2.47265987,80.36,19.6421,5.6243,139400,-0.071684588,-0.143266476,0.024354376,33.7,0.144298468,0.025041286,124
City,Tempe,Tempe,AZ,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",156,7.229842447,83.87,4.6877,2.8735,243200,0.745650373,9.205208801,0.040407072,67.8,0.139428807,0.013235183,63
City,Vancouver,Vancouver,WA,"Portland, OR","Portland-Vancouver-Hillsboro, OR-WA",157,7.790546803,93.1,6.0012,3.3008,241800,0.666111574,11.99629458,0.043928867,42.2,0.070750385,0.036057914,63
City,Huntsville,Huntsville,AL,"Huntsville, AL","Huntsville, AL",158,3.273401297,81.25,10.17,4.685,134700,0.223214286,1.126126126,0.052301411,55.9,0.157527752,0.026610049,133
